City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,itupeva,-23.1531,-47.0578,23.85,50,0,3.6,BR,1689882416
285,sainte-sigolene,45.2333,4.25,21.66,73,5,1.57,FR,1689882544
286,timbuktu,16.7735,-3.0074,37.27,29,17,4.59,ML,1689882545
287,leteri,24.05,77.4,28.84,72,75,2.3,IN,1689882545
288,awjilah,29.1081,21.2869,30.77,41,0,6.49,LY,1689882391
289,uturoa,-16.7333,-151.4333,24.65,63,14,7.93,PF,1689882284
290,harstad,68.799,16.5293,15.45,100,37,3.58,NO,1689882546
291,new plymouth,-39.0667,174.0833,10.45,76,100,10.67,NZ,1689882546
292,bontang,0.1333,117.5,24.86,90,100,5.24,ID,1689882469
293,makar'yev,57.8797,43.8069,13.66,86,100,4.25,RU,1689882546
294,badger,64.8,-147.5333,18.06,92,100,1.54,US,1689882291
295,shohimardon,39.9839,71.8028,22.43,52,17,0.43,UZ,1689882546
296,zhangjiakou,40.81,114.8794,21.56,69,94,2.66,CN,1689882425
297,baganga,7.5739,126.56,25.15,87,100,1.79,PH,1689882547
298,terenos,-20.4422,-54.8603,30.84,42,0,5.14,BR,1689882547
299,winneba,5.3511,-0.6231,24.77,88,12,4.08,GH,1689882547
300,kailua-kona,19.6406,-155.9956,27.98,94,40,4.12,US,1689882263
301,le blanc,46.6667,1.1667,23.22,45,100,1.91,FR,1689882548
302,taoudenni,22.6783,-3.9836,41.55,7,0,3.05,ML,1689882413
303,yallahs,17.8748,-76.5624,30.85,73,8,6.91,JM,1689882548
304,mount isa,-20.7333,139.5,18.87,52,100,3.6,AU,1689882292
305,aykhal,66.0,111.5,14.64,73,100,2.66,RU,1689882549
306,madinat ash shamal,26.1293,51.2009,34.31,57,15,4.87,QA,1689882308
307,ciudad melchor muzquiz,27.8833,-101.5167,35.84,31,81,4.67,MX,1689882326
308,vila velha,-20.3297,-40.2925,23.97,83,75,4.63,BR,1689882393
309,kourou,5.1552,-52.6478,30.03,71,20,3.26,GF,1689882549
310,beaufort west,-32.3567,22.583,4.15,77,6,6.12,ZA,1689882550
311,andovoranto,-18.95,49.1,21.42,87,92,1.8,MG,1689882342
312,napasar,27.9667,73.55,35.36,49,95,3.98,IN,1689882550
313,tosontsengel,48.7567,98.2839,10.59,80,84,1.68,MN,1689882550
314,nantucket,41.2835,-70.0995,28.08,91,0,3.36,US,1689882416
315,afaahiti,-17.75,-149.2833,23.93,65,22,8.64,PF,1689882245
316,masterton,-40.9597,175.6575,8.82,70,100,4.37,NZ,1689882443
317,myitkyina,25.3833,97.4,24.51,97,100,0.06,MM,1689882551
318,crane,31.3974,-102.3501,37.44,19,100,7.61,US,1689882273
319,ojinaga,29.5667,-104.4167,43.1,24,0,5.66,MX,1689882552
320,mount pearl,47.5166,-52.7813,28.19,65,75,8.23,CA,1689882548
321,guerrero negro,27.9769,-114.0611,25.75,57,13,7.44,MX,1689882552
322,tashtyp,52.7939,89.8983,16.58,98,100,1.53,RU,1689882552
323,puerto baquerizo moreno,-0.9,-89.6,27.55,74,20,5.14,EC,1689882250
324,eyl,7.9803,49.8164,25.3,76,78,11.56,SO,1689882287
325,khovd,48.0056,91.6419,22.17,36,100,9.8,MN,1689882553
326,nuuk,64.1835,-51.7216,9.34,100,75,1.03,GL,1689882296
327,marghita,47.35,22.3333,22.18,69,3,1.64,RO,1689882553
328,igarka,67.4667,86.5833,16.46,98,100,3.67,RU,1689882361
329,huanren,41.2647,125.3667,21.56,94,94,0.43,CN,1689882554
330,decatur,39.8403,-88.9548,32.86,74,75,4.63,US,1689882554
331,tomatlan,19.9333,-105.25,35.13,49,90,3.96,MX,1689882266
332,springs,-26.25,28.4,8.41,90,99,6.87,ZA,1689882554
333,shalqar,47.8333,59.6,22.83,57,60,2.32,KZ,1689882554
334,fereydunshahr,32.941,50.121,19.53,24,61,1.93,IR,1689882555
335,rodolfo sanchez taboada,31.7167,-116.5667,23.94,70,86,1.34,MX,1689882555
336,yass,-34.8333,148.9167,8.23,92,82,1.34,AU,1689882555
337,lamar,33.6668,-95.5836,36.1,66,0,2.06,US,1689882555
338,buta,2.7858,24.73,21.05,96,36,0.84,CD,1689882556
339,lysianka,49.2523,30.8295,16.93,93,95,2.47,UA,1689882556
340,christchurch,-43.5333,172.6333,3.04,78,75,1.54,NZ,1689882275
341,sisophon,13.5859,102.9737,25.27,85,100,2.24,KH,1689882556
342,carlsbad,33.1581,-117.3506,40.31,66,0,4.63,US,1689882549
343,howrah,22.5892,88.3103,29.0,89,40,3.09,IN,1689882282
344,ciudad acuna,29.3232,-100.9522,39.67,31,0,6.69,MX,1689882557
345,okha,53.5739,142.9478,11.51,94,100,5.06,RU,1689882301
346,salaqi,40.5414,110.5108,18.24,83,55,3.37,CN,1689882397
347,pangody,65.85,74.4859,20.99,58,70,3.53,RU,1689882368
348,new norfolk,-42.7826,147.0587,5.4,89,71,1.11,AU,1689882415
349,kostanay,53.1667,63.5833,18.16,77,0,4.0,KZ,1689882558
350,kemin,42.7846,75.6892,21.18,63,4,2.83,KG,1689882559
351,pathein,16.7833,94.7333,24.64,96,97,1.65,MM,1689882559
352,anapa,44.8908,37.3239,18.19,88,0,2.0,RU,1689882559
353,tazovsky,67.4667,78.7,17.4,77,47,3.78,RU,1689882263
354,centreville,38.8404,-77.4289,32.73,53,75,4.12,US,1689882054
355,tazacorte,28.629,-17.9293,24.53,84,75,7.72,ES,1689882402
356,vrangel',42.7297,133.0839,17.9,97,38,1.06,RU,1689882560
357,padre las casas,18.7317,-70.9392,31.53,47,0,5.4,DO,1689882560
358,betio village,1.358,172.9211,27.02,77,82,5.39,KI,1689882561
359,pindushi,62.9152,34.58,14.01,97,100,4.2,RU,1689882566
360,meybod,32.2501,54.0166,37.01,16,6,3.81,IR,1689882566
361,sona,45.4388,10.8255,27.75,69,0,0.51,IT,1689882566
362,luderitz,-26.6481,15.1594,14.87,50,0,4.9,NA,1689882567
363,bom sucesso,-21.0331,-44.7581,17.96,66,90,4.88,BR,1689882296
364,ingeniero jacobacci,-41.3427,-69.5448,9.02,69,100,12.44,AR,1689882380
365,horta,38.5333,-28.6333,21.8,92,40,2.06,PT,1689882424
366,nogliki,51.8333,143.1667,11.72,97,100,1.96,RU,1689882341
367,malazgirt,39.1427,42.5401,21.24,23,0,1.11,TR,1689882568
368,yecla,38.6137,-1.1147,25.44,43,53,2.53,ES,1689882568
369,bayanhongor,46.7167,100.1167,11.85,53,6,1.38,MN,1689882568
370,ruidoso,33.3317,-105.673,33.31,18,0,6.17,US,1689882568
371,abohar,30.15,74.1833,35.29,48,95,2.1,IN,1689882569
372,santa cruz,-17.8,-63.1667,28.03,47,0,7.72,BO,1689882401
373,salto,-31.3833,-57.9667,15.49,86,17,3.13,UY,1689882292
374,malacky,48.436,17.0219,25.14,59,14,2.52,SK,1689882569
375,alghero,40.5589,8.3181,27.05,78,0,2.06,IT,1689882569
376,ghadamis,30.1337,9.5007,35.93,11,0,3.52,LY,1689882294
377,broken hill,-31.95,141.4333,6.63,82,4,4.44,AU,1689882386
378,enewetak,11.3474,162.3373,28.41,78,94,4.71,MH,1689882429
379,khorixas,-20.3667,14.9667,13.93,49,0,1.28,NA,1689882570
380,sa'dah,16.9402,43.7639,25.57,35,100,1.04,YE,1689882571
381,rabigh,22.7986,39.0349,33.04,37,56,0.78,SA,1689882571
382,sitka,57.0531,-135.33,16.94,67,40,2.06,US,1689882408
383,sokoni,-6.4333,39.55,24.92,82,0,7.34,TZ,1689882571
384,port macquarie,-31.4333,152.9167,3.83,49,0,2.27,AU,1689882572
385,genhe,50.7833,121.5167,10.76,61,83,0.77,CN,1689882572
386,digapahandi,19.3667,84.5833,26.51,86,95,0.8,IN,1689882572
387,kavieng,-2.5744,150.7967,27.46,79,21,3.91,PG,1689882572
388,arteche,12.2645,125.4048,24.87,92,100,1.29,PH,1689882572
389,bosaso,11.2842,49.1816,34.55,40,100,5.44,SO,1689882573
390,tarfaya,27.9358,-12.9218,21.48,88,14,10.5,MA,1689882573
391,salekhard,66.53,66.6019,17.56,90,100,2.04,RU,1689882573
392,miles city,46.4083,-105.8406,27.54,29,0,2.57,US,1689882573
393,prado,-17.3411,-39.2208,21.74,90,98,4.59,BR,1689882574
394,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,1.0,RU,1689882282
395,niort,46.3333,-0.3333,21.76,70,93,0.89,FR,1689882574
396,pisco,-13.7,-76.2167,22.03,73,20,5.14,PE,1689882386
397,lebu,-37.6167,-73.65,12.62,96,100,8.21,CL,1689882274
398,ibaiti,-23.8486,-50.1878,17.26,76,27,2.92,BR,1689882575
399,nago,26.5881,127.9761,27.24,82,93,2.39,JP,1689882575
400,berezovyy,51.6667,135.7,20.76,67,82,1.39,RU,1689882575
401,armstrong,-32.7822,-61.6022,17.28,52,19,5.31,AR,1689882575
402,toliara,-23.35,43.6667,19.73,81,15,5.72,MG,1689882575
403,belmonte,-15.8631,-38.8828,23.88,72,75,4.29,BR,1689882576
404,fort bragg,35.139,-79.006,34.34,52,40,0.89,US,1689882423
405,ketchikan,55.3422,-131.6461,18.26,77,40,4.12,US,1689882576
406,yanam,16.7333,82.2167,24.93,92,100,5.0,IN,1689882576
407,howard springs,-12.497,131.047,21.57,49,17,2.52,AU,1689882498
408,satkania,22.0796,92.0572,27.99,93,100,2.41,BD,1689882577
409,balezino,57.9796,53.0106,13.95,95,98,5.86,RU,1689882577
410,zyrya,40.3661,50.2917,26.05,57,0,2.72,AZ,1689882577
411,gobabis,-22.45,18.9667,12.03,24,1,5.28,NA,1689882578
412,black river,18.0264,-77.8487,33.37,54,20,10.52,JM,1689882578
413,tashtagol,52.7657,87.8894,15.77,98,88,1.21,RU,1689882578
414,bijar,35.8668,47.6051,21.99,49,5,3.05,IR,1689882578
415,altay,47.8667,88.1167,16.76,63,1,0.9,CN,1689882334
416,flin flon,54.7682,-101.865,26.91,36,75,2.57,CA,1689882520
417,reggane,26.7158,0.1714,39.01,7,0,5.32,DZ,1689882579
418,urengoy,65.9667,78.3667,18.86,62,45,3.74,RU,1689882579
419,buga,3.9009,-76.2978,34.84,40,41,0.97,CO,1689882293
420,sittwe,20.15,92.9,26.45,92,100,6.13,MM,1689882579
421,kalmunai,7.4167,81.8167,27.4,65,97,1.75,LK,1689882580
422,touros,-5.1989,-35.4608,25.88,67,24,8.61,BR,1689882455
423,hilo,19.7297,-155.09,25.14,97,100,2.57,US,1689882541
424,mejit,10.2753,170.8646,28.32,80,91,8.08,MH,1689882580
425,inirida,3.8653,-67.9239,28.42,84,35,0.16,CO,1689882581
426,pakenham,-38.0667,145.4833,9.01,92,96,0.45,AU,1689882581
427,harper,4.375,-7.7169,25.01,86,62,5.44,LR,1689882581
428,nuku'alofa,-21.1333,-175.2,19.19,100,100,4.63,TO,1689882581
429,port isabel,26.0734,-97.2086,37.05,46,0,7.2,US,1689882428
430,pakse,15.1167,105.7833,23.86,98,69,1.0,LA,1689882582
431,tahe,52.3333,124.7333,10.71,80,38,1.32,CN,1689882582
432,naze,28.3667,129.4833,25.51,85,100,3.28,JP,1689882529
433,saint-felicien,48.6501,-72.4491,22.28,73,75,1.54,CA,1689882583
434,cannonvale,-20.2833,148.7,19.66,85,16,3.48,AU,1689882583
435,maintirano,-18.0667,44.0167,22.97,82,0,5.63,MG,1689882411
436,zhenlai,45.8495,123.2973,21.67,71,96,2.78,CN,1689882583
437,tucurui,-3.7661,-49.6725,31.65,47,2,1.47,BR,1689882340
438,frontera,26.9333,-101.45,36.85,43,40,3.6,MX,1689882564
439,praia,14.9215,-23.5087,28.3,74,75,7.72,CV,1689882584
440,ust'-kulom,61.6864,53.6902,15.73,85,74,2.78,RU,1689882584
441,manismata,-2.4667,111.0333,22.9,100,100,0.56,ID,1689882389
442,itoman,26.1247,127.6694,28.01,83,20,2.57,JP,1689882428
443,kone,-21.0595,164.8658,15.33,82,7,1.46,NC,1689882384
444,porto novo,6.4965,2.6036,25.9,85,92,3.92,BJ,1689882585
445,nongstoin,25.5167,91.2667,19.7,96,99,0.95,IN,1689882585
446,yuanping,38.7153,112.7575,20.12,84,86,0.31,CN,1689882585
447,at taj,24.2049,23.2857,31.8,16,0,4.48,LY,1689882586
448,batamshinskiy,50.5594,58.2747,17.56,55,20,3.34,KZ,1689882586
449,midvagur,62.0511,-7.1939,9.46,93,100,6.17,FO,1689882337
450,qamdo,31.1667,97.2333,2.95,77,17,1.83,CN,1689882331
451,tateyama,34.9833,139.8667,22.96,91,29,4.01,JP,1689882587
452,kuna,43.4918,-116.4201,36.64,26,0,4.12,US,1689882587
453,bovalino,38.149,16.174,32.94,35,0,4.26,IT,1689882587
454,bazarnyye mataki,54.8833,49.9333,14.86,75,12,4.15,RU,1689882587
455,embi,48.8264,58.1442,22.21,52,31,2.57,KZ,1689882587
456,kudahuvadhoo,2.6708,72.8944,28.43,72,99,3.57,MV,1689882489
457,pemba,-12.974,40.5178,24.9,80,0,6.97,MZ,1689882588
458,tommot,58.9564,126.2925,11.17,96,88,1.74,RU,1689882588
459,korla,41.7597,86.1469,31.03,25,51,5.02,CN,1689882588
460,andergrove,-21.0833,149.1833,17.36,85,42,2.68,AU,1689882435
461,qui nhon,13.7667,109.2333,26.3,85,48,1.1,VN,1689882559
462,shingu,33.7333,135.9833,24.31,86,100,1.38,JP,1689882589
463,margate,51.3813,1.3862,17.17,83,91,2.24,GB,1689882589
464,portland,45.5234,-122.6762,29.76,45,20,2.06,US,1689881965
465,longquan,24.6719,102.1613,17.42,96,75,1.03,CN,1689882590
466,moapa valley,36.5805,-114.4703,41.42,14,0,1.43,US,1689882440
467,pilkhua,28.7167,77.65,31.04,61,35,2.73,IN,1689882590
468,moires,35.0532,24.8744,27.84,51,0,0.89,GR,1689882590
469,daru,-9.0763,143.2092,24.68,79,90,5.04,PG,1689882590
470,saint-philippe,-21.3585,55.7679,21.77,81,42,3.23,RE,1689882422
471,fisterra,42.9049,-9.2629,18.85,84,0,2.81,ES,1689882591
472,santa vitoria,-18.8386,-50.1214,29.96,32,20,3.62,BR,1689882591
473,vernon,50.2581,-119.2691,33.75,23,0,1.03,CA,1689882591
474,burriana,39.889,-0.085,28.86,83,13,0.45,ES,1689882591
475,devils lake,48.1128,-98.8651,26.06,52,20,3.58,US,1689882417
476,tabas,33.5959,56.9244,38.12,15,0,1.03,IR,1689882592
477,ben gardane,33.1378,11.2197,32.19,41,0,4.68,TN,1689882592
478,north battleford,52.7834,-108.2847,24.05,57,20,2.57,CA,1689882431
479,siloam springs,36.1881,-94.5405,35.23,66,0,1.54,US,1689882334
480,ugoofaaru,5.6667,73.0,28.29,78,100,7.18,MV,1689882348
481,namibe,-15.1961,12.1522,18.62,77,94,1.7,AO,1689882263
482,road town,18.4167,-64.6167,33.05,70,20,4.12,VG,1689882593
483,pokhara,28.2333,83.9833,23.25,91,71,1.34,NP,1689882516
484,krasnyy yar,46.5331,48.3456,22.96,33,26,3.63,RU,1689882593
485,luza,60.6308,47.2512,15.17,96,94,3.54,RU,1689882594
486,pikeville,37.4793,-82.5188,29.77,72,75,2.06,US,1689882594
487,rio gallegos,-51.6226,-69.2181,3.03,81,100,3.6,AR,1689882594
488,sao felix do xingu,-6.6447,-51.995,34.77,21,7,1.63,BR,1689882594
489,kangding,30.0513,101.9603,14.85,98,100,1.52,CN,1689882471
490,el porvenir,13.7617,-87.3458,30.63,35,14,5.15,HN,1689882595
491,red bluff,40.1785,-122.2358,39.92,16,0,0.0,US,1689882415
492,mili,6.0815,171.735,28.4,81,97,8.74,MH,1689882595
493,mersing,2.4312,103.8405,24.95,94,20,1.54,MY,1689882595
494,pirane,-25.7324,-59.1088,27.19,47,89,3.18,AR,1689882596
495,kayangel,8.0823,134.7173,28.61,79,100,8.58,PW,1689882596
496,kapuskasing,49.4169,-82.4331,22.0,60,75,1.54,CA,1689882166
497,bamboo flat,11.7,92.7167,26.05,89,75,1.54,IN,1689882503
498,salym,60.0625,71.4789,16.55,98,96,1.81,RU,1689882465
499,terme,41.2092,36.9739,19.96,82,0,2.35,TR,1689882597
500,darhan,49.4867,105.9228,16.39,72,87,1.74,MN,1689882597
501,luau,-10.7073,22.2247,21.56,29,6,1.69,AO,1689882447
502,nar'yan-mar,67.6713,53.087,11.64,90,100,5.93,RU,1689882240
503,pitanga,-24.7572,-51.7614,18.31,80,5,2.33,BR,1689882459
504,corinto,37.9407,22.9573,31.05,38,5,1.14,GR,1689882598
505,sangueya,10.7,-14.3667,25.97,90,100,1.68,GN,1689882598
506,guiuan,11.0333,125.7247,27.9,78,100,2.05,PH,1689882598
507,jijiga,9.35,42.8,18.12,83,100,4.7,ET,1689882598
508,progreso,21.2833,-89.6667,36.17,71,4,7.04,MX,1689882598
509,kashgar,39.4547,75.9797,30.56,23,99,6.0,CN,1689882599
510,tsiombe,-25.3,45.4833,19.29,82,19,4.24,MG,1689882379
511,ribeira brava,32.65,-17.0667,24.28,78,0,2.43,PT,1689882599
512,port hueneme,34.1478,-119.1951,39.55,61,0,5.14,US,1689882599
513,mar del plata,-38.0023,-57.5575,15.01,72,20,8.05,AR,1689882554
514,nadym,65.5333,72.5167,20.77,65,91,3.56,RU,1689882600
515,queenstown,-31.8976,26.8753,3.94,81,99,5.55,ZA,1689882600
516,morant bay,17.8815,-76.4093,30.79,79,18,6.53,JM,1689882402
517,northam,51.0333,-4.2167,16.88,82,90,4.46,GB,1689882466
518,kaduy,59.2,37.15,13.81,82,99,4.92,RU,1689882601
519,puerto armuelles,8.2833,-82.8667,32.99,73,89,3.13,PA,1689882601
520,sydney,-33.8679,151.2073,12.38,56,100,3.6,AU,1689882254
521,lakki,32.6079,70.9114,33.81,50,0,1.81,PK,1689882601
522,cadale,2.7603,46.3222,25.39,85,99,8.83,SO,1689882602
523,puerto san jose,13.9256,-90.8244,31.8,60,1,4.18,GT,1689882607
524,burang,30.25,81.1667,12.61,75,100,1.99,CN,1689882607
525,bel air riviere seche,-20.2542,57.7453,20.93,76,8,3.58,MU,1689882577
526,mont-dore,-22.2833,166.5833,21.11,99,58,4.01,NC,1689882608
527,denison,33.7557,-96.5367,37.73,53,0,4.63,US,1689882608
528,grand falls-windsor,48.9332,-55.6649,22.23,82,100,3.37,CA,1689882608
529,callao,-12.0667,-77.15,24.16,57,20,5.14,PE,1689882411
530,hinthada,17.6333,95.4667,25.38,91,100,2.69,MM,1689882609
531,plastun,44.7561,136.2939,17.05,84,2,1.59,RU,1689882609
532,lerwick,60.1545,-1.1494,11.0,84,100,7.49,GB,1689882609
533,tadmur,34.5608,38.2805,29.51,26,0,5.58,SY,1689882609
534,anqing,30.5092,117.0506,25.44,96,100,1.75,CN,1689882610
535,tailai,46.3833,123.4,20.19,50,99,2.84,CN,1689882610
536,byron bay,-28.65,153.6167,8.73,54,0,2.55,AU,1689882383
537,banjarmasin,-3.3244,114.591,24.08,95,16,1.42,ID,1689882610
538,villa gesell,-37.2639,-56.973,14.47,78,9,5.68,AR,1689882611
539,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,74,75,5.14,BR,1689882611
540,fonte boa,-2.4959,-66.2662,29.54,65,83,0.62,BR,1689882611
541,maceio,-9.6658,-35.7353,24.69,78,75,4.63,BR,1689882326
542,wenchang,30.904,118.4887,25.16,94,100,1.34,CN,1689882395
543,umm kaddadah,13.6017,26.6876,31.85,36,35,4.98,SD,1689882612
544,paredon,16.0333,-93.8667,34.59,51,13,2.88,MX,1689882612
545,ankazoabo,-22.2833,44.5167,19.47,66,60,5.17,MG,1689882612
546,puerto palomas,31.7667,-107.6167,40.58,8,63,5.56,MX,1689882612
547,keelung,25.1283,121.7419,27.94,88,100,1.14,TW,1689882613
548,geneina,13.45,22.45,25.77,63,100,5.77,SD,1689882613
549,sisimiut,66.9395,-53.6735,9.38,96,100,1.69,GL,1689882381
550,liezen,47.5667,14.2333,17.21,82,89,0.66,AT,1689882613
551,arenapolis,-14.4503,-56.8461,35.25,20,0,2.2,BR,1689882614
552,san juan,-31.5375,-68.5364,24.0,16,71,1.87,AR,1689882427
553,basco,20.4487,121.9702,28.99,77,98,4.44,PH,1689882358
554,grande prairie,55.1667,-118.8027,24.1,50,0,2.06,CA,1689882614
555,ciudad lazaro cardenas,17.9583,-102.2,32.76,56,82,2.94,MX,1689882282
556,humaita,-7.5061,-63.0208,36.21,25,7,1.87,BR,1689882615
557,selkirk,50.1436,-96.8845,28.38,46,31,3.71,CA,1689882615
558,rovnoye,50.7765,46.0509,18.46,65,8,2.97,RU,1689882615
559,port-vila,-17.7338,168.3219,18.78,100,75,1.03,VU,1689882532
560,mugia,43.1041,-9.2179,18.91,82,0,1.7,ES,1689882449
561,zaozersk,69.4005,32.4476,8.59,91,100,7.71,RU,1689882296
562,san matias,-16.3667,-58.4,35.22,21,0,3.05,BO,1689882616
563,kapa'a,22.0752,-159.319,28.18,75,100,8.23,US,1689882388
564,ain sefra,32.75,-0.5833,33.69,11,95,2.96,DZ,1689882617
565,galliano,29.4422,-90.2992,37.22,59,0,1.54,US,1689882617
566,castillos,-34.1667,-53.8333,14.43,80,100,4.45,UY,1689882442
567,ashburton,-37.8626,145.0794,9.1,85,18,0.45,AU,1689882617
568,kolondieba,11.0882,-6.8926,26.23,78,66,2.12,ML,1689882618
569,point vernon,-25.25,152.8167,16.21,76,0,3.52,AU,1689882531
570,san sebastian de la gomera,28.0916,-17.1133,25.21,73,0,2.57,ES,1689882618
571,jamai,22.2,78.5833,25.23,84,89,1.39,IN,1689882618
